課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長
Financial Accounting Fundamentals,4.8 out of 5 stars,2.8K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/uva-darden-financial-accounting,5 modules,"Financial Accounting, Accounting Records, Financial Reporting, Accrual Accounting, Balance Sheet, Financial Statements, Revenue Recognition, Income Statement, Cash Flows, Financial Statement Analysis, Annual Reports, Depreciation, Accounting, General Ledger, Generally Accepted Accounting Principles (GAAP), Financial Analysis","Introduction to Financial Accounting, the Financial Statements, and the Balance Sheet | Introduction to Recording Transactions | The Income Statement, Revenue and Expense Transactions, and Adjusting Entries | The Statement of Cash Flows, Financial Statement Preparation | More Transactions, Analysis of Financial Statements, and an Annual Report","Luann J. Lynch, University of Virginia",Starts Jul 17,Flexible schedule,Approx. 12 hours.Learn at your own pace
Financial Statements,4.8 out of 5 stars,32 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/business-financial-statements,2 modules,"Performance Measurement, Financial Statement Analysis, Income Statement, Financial Data, Business Metrics, Balance Sheet, Financial Reporting, Cash Flows, Financial Statements, Key Performance Indicators (KPIs), Financial Analysis",Course Overview | Financial Statement Analysis,"Joseph Perfetti, Duke University",Starts Jul 17,2 hours to complete,
Global Financial Markets and Instruments,4.5 out of 5 stars,2.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/global-financial-markets-instruments,4 modules,"Financial Market, Market Liquidity, Portfolio Management, Fixed Asset, Investments, Capital Markets, Equities, Financial Services, Cash Flows, Asset Management, Financial Systems, Derivatives, Securities Trading, Investment Management, Finance, Securities (Finance)",Module 1: Introduction & Review of Elementary Finance Tools | Module 2: Financial system & financial assets: fixed income securities | Module 3: Financial system & financial assets: equity securities and derivatives | Module 4: Organization of financial markets and securities trading,"Arzu Ozoguz, Rice University",Starts Jul 17,Flexible schedule,Learn at your own pace
Finance for Non-Financial Professionals,4.6 out of 5 stars,4.5K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/finance-for-non-finance-managers,4 modules,"Financial Analysis, Financial Management, Budgeting, Cash Management, Accounting, Finance, Cash Flow Forecasting, Balance Sheet, Financial Statements, Business Valuation, Financial Accounting",Foundations of Finance and Accounting | Costing | Financial Ratios | Valuation,"David Standen, MBA, University of California, Irvine",Starts Jul 17,Flexible schedule,Learn at your own pace
Modeling Risk and Realities,4.6 out of 5 stars,2.2K reviews,Mixed · Course · 1 - 4 Weeks,https://www.coursera.org/learn/wharton-risk-models,4 modules,"Risk Analysis, Microsoft Excel, Risk Management, Business Analysis, Probability & Statistics, Data-Driven Decision-Making, Data Modeling, Process Optimization, Probability Distribution, Statistical Modeling, Risk Modeling, Data Visualization, Simulation and Simulation Software, Forecasting, Mathematical Modeling, Predictive Modeling",Week 1: Modeling Decisions in Low Uncertainty Settings | Week 2: Risk and Reward: Modeling High Uncertainty Settings | Week 3: Choosing Distributions that Fit Your Data | Week 4: Balancing Risk and Reward Using Simulation,"Sergei Savin, Senthil Veeraraghavan, University of Pennsylvania",Starts Jul 17,Flexible schedule,Learn at your own pace
Financial Analysis of Organizations,4.6 out of 5 stars,120 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/financial-analysis-of-organizations,4 modules,"Financial Planning, Cash Flows, Financial Statement Analysis, Financial Statements, Income Statement, Financial Forecasting, Financial Modeling, Cash Flow Forecasting, Equities, Accounting, Balance Sheet, Revenue Forecasting, Business Valuation, Capital Expenditure, Financial Analysis, Financial Accounting, Financial Data, Finance",Course Introduction and Module 1: Financial Statements - A Deeper Dive Into Company Position | Module 2: Financial Statements - A Deeper Dive Into Company Performance | Financial Statement Ratios | Module 4: Forecasting Financial Statements,"Gies College of Business, University of Illinois, University of Illinois Urbana-Champaign",Starts Jul 17,16 hours to complete,
"Python for Data Science, AI & Development",4.6 out of 5 stars,42K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/python-for-applied-data-science-ai,5 modules,"Computer Programming, Application Programming Interface (API), JSON, Pandas (Python Package), Data Processing, Python Programming, Programming Principles, Data Manipulation, Automation, Web Scraping, Scripting, NumPy, Data Import/Export, Jupyter, Data Structures, Restful API, Data Analysis, Object Oriented Programming (OOP)",Python Basics | Python Data Structures | Python Programming Fundamentals | Working with Data in Python | APIs and Data Collection,Joseph Santarcangelo,Starts Jul 17,Flexible schedule,Approx. 25 hours.Learn at your own pace
Google Cybersecurity,4.8 out of 5 stars,54K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-cybersecurity,,"Intrusion Detection and Prevention, Network Security, Computer Security Incident Management, Cybersecurity, Vulnerability Assessments, Cyber Attacks, Bash (Scripting Language), Debugging, Linux, Threat Management, Vulnerability Management, Incident Response","Foundations of Cybersecurity | Play It Safe: Manage Security Risks | Connect and Protect: Networks and Network Security | Tools of the Trade: Linux and SQL | Assets, Threats, and Vulnerabilities | Sound the Alarm: Detection and Response | Automate Cybersecurity Tasks with Python | Put It to Work: Prepare for Cybersecurity Jobs | Accelerate Your Job Search with AI",,Starts Jul 17,Flexible schedule,"6 months, 7 hours. a weekLearn at your own pace"
Meta Full-Stack Developer,4.7 out of 5 stars,24K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/meta-full-stack-developer,,"Database Design, HTML and CSS, Database Management Systems, Version Control, Linux Commands, Unix Commands, React.js, Responsive Web Design, API Design, GitHub, SQL, Bootstrap (Front-End Framework)",Introduction to Front-End Development | Programming with JavaScript | Version Control | HTML and CSS in depth | React Basics | Advanced React | Programming in Python | Introduction to Databases for Back-End Development | Django Web Framework | APIs,Taught by Meta Staff,Starts Jul 17,8 months,at 10 hours. a week
Google Digital Marketing & E-commerce,4.8 out of 5 stars,41K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce,,"Email Marketing, Google Ads, Applicant Tracking Systems, Loyalty Programs, Social Media Management, Order Fulfillment, Campaign Management, Performance Measurement, Marketing, Media Planning, Social Media Marketing, Search Engine Optimization","Foundations of Digital Marketing and E-commerce | Attract and Engage Customers with Digital Marketing | From Likes to Leads: Interact with Customers Online | Think Outside the Inbox: Email Marketing | Assess for Success: Marketing Analytics and Measurement | Make the Sale: Build, Launch, and Manage E-commerce Stores | Satisfaction Guaranteed: Develop Customer Loyalty Online | Accelerate Your Job Search with AI",,Starts Jul 17,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
Machine Learning,4.9 out of 5 stars,35K reviews,Beginner · Specialization · 1 - 3 Months,https://www.coursera.org/specializations/machine-learning-introduction,,"Artificial Intelligence, Predictive Modeling, Random Forest Algorithm, Tensorflow, Machine Learning, Applied Machine Learning, Reinforcement Learning, Feature Engineering, Unsupervised Learning, Jupyter, Artificial Intelligence and Machine Learning (AI/ML), Supervised Learning","Supervised Machine Learning: Regression and Classification | Advanced Learning Algorithms | Unsupervised Learning, Recommenders, Reinforcement Learning","Andrew Ng, Geoff Ladwig, Aarti Bagul, Eddy Shyu, Stanford University",Starts Jul 17,2 months,at 10 hours. a week
Business Foundations,4.7 out of 5 stars,26K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/wharton-business-foundations,,"Go To Market Strategy, Capital Budgeting, Return On Investment, Operational Efficiency, Financial Statement Analysis, Financial Modeling, Marketing, Process Management, Operations Management, Human Capital, Branding, Process Analysis",Introduction to Marketing | Introduction to Financial Accounting | Managing Social and Human Capital | Introduction to Corporate Finance | Introduction to Operations Management | Wharton Business Foundations Capstone,"Michael R Roberts, Christian Terwiesch, Brian J Bushee, Peter Cappelli, Peter Fader, Barbara E. Kahn, Michael Useem, Jagmohan Raju, University of Pennsylvania",Starts Jul 17,2 months,at 10 hours. a week
Career Success,4.6 out of 5 stars,44K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/career-success,,"Communication, Project Controls, Entrepreneurship, Team Leadership, Business Writing, Creative Problem-Solving, Project Planning, Delegation Skills, Project Management, Peer Review, Time Management, Negotiation","Project Management: The Basics for Success | Work Smarter, Not Harder: Time Management for Personal & Professional Productivity | Finance for Non-Financial Professionals | Communication in the 21st Century Workplace | High-Impact Business Writing | The Art of Negotiation | Fundamentals of Management | Effective Problem-Solving and Decision-Making | Essentials of Entrepreneurship: Thinking & Action | Career Success Project","David Standen, MBA, Rob Stone, PMP, M.Ed., Dave Nagy, Margaret  Meloni,  MBA, PMP, Diane Spiegel, Patricia  Bravo, MBA, SPHR, Sue Robins, M.S. Ed., University of California, Irvine",Starts Jul 17,2 months,at 10 hours. a week
Google Project Management:,4.8 out of 5 stars,131K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-project-management,,"Project Controls, Project Scoping, Applicant Tracking Systems, Project Closure, Change Management, Quality Assessment, Quality Management, Backlogs, Milestones (Project Management), Agile Project Management, Project Documentation, Project Planning",Foundations of Project Management | Project Initiation: Starting a Successful Project | Project Planning: Putting It All Together | Project Execution: Running the Project | Agile Project Management | Capstone: Applying Project Management in the Real World,,Starts Jul 17,Flexible schedule,"6 months, 10 hours. a weekLearn at your own pace"
Python for Everybody,4.8 out of 5 stars,278K reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/python,,"Database Design, Web Services, Data Collection, Database Management, Data Visualization, Programming Principles, Data Structures, SQL, Database Systems, Restful API, Application Programming Interface (API), JSON","Programming for Everybody (Getting Started with Python) | Python Data Structures | Using Python to Access Web Data | Using Databases with Python | Capstone: Retrieving, Processing, and Visualizing Data with Python","Charles Russell Severance, University of Michigan",Starts Jul 17,Flexible schedule,"2 months, 10 hours. a weekLearn at your own pace"
IBM AI Engineering,4.6 out of 5 stars,20K reviews,Intermediate · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ai-engineer,,"Tensorflow, Machine Learning, Applied Machine Learning, Reinforcement Learning, Feature Engineering, Generative AI Agents, Unsupervised Learning, Generative AI, PyTorch (Machine Learning Library), Supervised Learning, Natural Language Processing, Data Science",Machine Learning with Python | Introduction to Deep Learning & Neural Networks with Keras | Deep Learning with Keras and Tensorflow | Introduction to Neural Networks and PyTorch | Deep Learning with PyTorch | AI Capstone Project with Deep Learning | Generative AI and LLMs: Architecture and Data Preparation | Gen AI Foundational Models for NLP & Language Understanding | Generative AI Language Modeling with Transformers | Generative AI Engineering and Fine-Tuning Transformers | Generative AI Advance Fine-Tuning for LLMs | Fundamentals of AI Agents Using RAG and LangChain | Project: Generative AI Applications with RAG and LangChain,"Sina Nazeri, Fateme Akbari, Wojciech 'Victor' Fulmyk, Kang Wang, Ashutosh Sagar, Ricky Shi, Romeo Kienzler, Joseph Santarcangelo, Alex Aklson, Roodra Pratap Kanwar, Samaya Madhavan, JEREMY NILMEIER, Jeff Grossman",Starts Jul 17,Flexible schedule,"4 months, 10 hours. a weekLearn at your own pace"
IBM Business Analyst,4.7 out of 5 stars,13K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/ibm-business-analyst-professional-certificate,,"Requirements Elicitation, Risk Mitigation, Data Visualization, Work Breakdown Structure, Stakeholder Engagement, Microsoft Excel, Requirements Management, Excel Formulas, Prompt Engineering, Analysis, Business Analysis, Process Mapping",Introduction to Business Analysis | Excel Basics for Data Analysis | Data Visualization and Dashboards with Excel and Cognos | Business Analysis: Process Modeling & Requirements Gathering | Business Analysis: Project and Stakeholder Management | Business Analysis: Preparation Exam for ECBA Certification | Capstone Project: Applying Business Analysis Skills | Generative AI: Revolutionizing Business Analysis Techniques,"IBM Skills Network Team, Daniel C. Yeomans, Shubhra Das, Skill-Up EdTech Team, Filipe Martins, Rav Ahuja, Sandip Saha Joy, Steve Ryan, Kevin McFaul, Ramanujam Srinivasan, SkillUp EdTech",Starts Jul 17,,
Financial Management,4.8 out of 5 stars,174 reviews,Beginner · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/business-financial-management,,"Financial Data, Capital Budgeting, Operational Risk, Return On Investment, Operational Efficiency, Financial Statement Analysis, Strategic Decision-Making, Balance Sheet, Accounts Receivable, Cash Flows, Financial Analysis, Financial Statements",Business Value Creation | Cash Flow Management | Balance Sheet and Business Cases | Risk Management and Financial Theory | Investment Evaluation | Financial Statements | Business Impact,"Joseph Perfetti, Duke University",Starts Jul 17,2 months,at 5 hours. a week
Credit Risk Modeling,N/A,N/A,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/credit-risk-modeling,3 modules,"Risk Modeling, Probability Distribution, Financial Analysis, Financial Statements, Bankruptcies, Lending and Underwriting, Financial Modeling, Cash Flows, Balance Sheet, Working Capital, Credit Risk, Risk Analysis, Loans",Foundations of Credit Risk Modeling | Scoring Techniques and Industry Applications | Financial Analysis and Internal Rating Practices,,Starts Jul 17,Flexible schedule,Learn at your own pace
Advanced Credit Risk Modeling - IT Sector,N/A,N/A,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/advanced-credit-risk-modeling-it-sector,6 modules,"Risk Analysis, Financial Analysis, Financial Modeling, Working Capital, Analysis, Credit Risk, Business Metrics, Financial Statement Analysis, Risk Management, Risk Modeling, Cash Flows, Financial Data, Bankruptcies, Balance Sheet",Financial Statement Analysis for Credit Risk | Company B Financial Insights | Structural Credit Risk Models | UFCE and Working Capital Modeling | Financial Statement-Based Analysis | Risk Interpretation and Recommendation,,Starts Jul 17,Flexible schedule,Learn at your own pace
